"category","regex"
"address_or_phone","^[abceghjklmnprstvxyABCEGHJKLMNPRSTVXY][0-9][abceghjklmnprstvwxyzABCEGHJKLMNPRSTVWXYZ]{0,1}[0-9][abceghjklmnprstvwxyzABCEGHJKLMNPRSTVWXYZ][0-9]$"
"address_or_phone","^([2-9])(\d{2})(-?|\040?)(\d{4})(?|\040?)(\d{1,4}?|\040?)$"
"address_or_phone","^[0-9]{2,3}-??[0-9]{6,7}$"
"address_or_phone","(^\d{5}$)|(^\d{5}-\d{4}$)"
"address_or_phone","^(\d{3}-\d{3}-\d{4})*$"
"address_or_phone","^\s*((?:(?:\d+(?:\x20+\w+\.?)+(?:(?:\x20+STREET|ST|DRIVE|DR|AVENUE|AVE|ROAD|RD|LOOP|COURT|CT|CIRCLE|LANE|LN|BOULEVARD|BLVD)\.?)?)|(?:(?:P\.\x20?O\.|P\x20?O)\x20*Box\x20+\d+)|(?:General\x20+Delivery)|(?:C[\\\/]O\x20+(?:\w+\x20*)+))\,?\x20*(?:(?:(?:APT|BLDG|DEPT|FL|HNGR|LOT|PIER|RM|S(?:LIP|PC|T(?:E|OP))|TRLR|UNIT|\x23)\.?\x20*(?:[a-zA-Z0-9\-]+))|(?:BSMT|FRNT|LBBY|LOWR|OFC|PH|REAR|SIDE|UPPR))?)\,?\s+((?:(?:\d+(?:\x20+\w+\.?)+(?:(?:\x20+STREET|ST|DRIVE|DR|AVENUE|AVE|ROAD|RD|LOOP|COURT|CT|CIRCLE|LANE|LN|BOULEVARD|BLVD)\.?)?)|(?:(?:P\.\x20?O\.|P\x20?O)\x20*Box\x20+\d+)|(?:General\x20+Delivery)|(?:C[\\\/]O\x20+(?:\w+\x20*)+))\,?\x20*(?:(?:(?:APT|BLDG|DEPT|FL|HNGR|LOT|PIER|RM|S(?:LIP|PC|T(?:E|OP))|TRLR|UNIT|\x23)\.?\x20*(?:[a-zA-Z0-9\-]+))|(?:BSMT|FRNT|LBBY|LOWR|OFC|PH|REAR|SIDE|UPPR))?)?\,?\s+((?:[A-Za-z]+\x20*)+)\,\s+(A[LKSZRAP]|C[AOT]|D[EC]|F[LM]|G[AU]|HI|I[ADLN]|K[SY]|LA|M[ADEHINOPST]|N[CDEHJMVY]|O[HKR]|P[ARW]|RI|S[CD]|T[NX]|UT|V[AIT]|W[AIVY])\s+(\d+(?:-\d+)?)\s*$"
"address_or_phone","^(?:\([2-9]\d{2}\)\?|(?:[2-9]\d{2}\-))[2-9]\d{2}\-\d{4}$"
"address_or_phone","(?<zip5>^\d{5})([\-]?(?<plus4>\d{4})?$)"
"address_or_phone","^\d{5}((\-|\s)?\d{4})?$"
"address_or_phone","^\([0-9]{3}\)\s?[0-9]{3}(-|\s)?[0-9]{4}$|^[0-9]{3}-?[0-9]{3}-?[0-9]{4}$"
"address_or_phone","^(9,)*([1-9]\d{2}-?)*[1-9]\d{2}-?\d{4}$"
"misc","^\d{3}\s?\d{3}$"
"misc","^[0-9]{2}[-][0-9]{2}[-][0-9]{2}$"
"misc","\d{2}.?\d{3}.?\d{3}/?\d{4}-?\d{2}"
"misc","^\D?(\d{3})\D?\D?(\d{3})\D?(\d{4})$"
"misc","(^\+[0-9]{2}|^\+[0-9]{2}\(0\)|^\(\+[0-9]{2}\)\(0\)|^00[0-9]{2}|^0)([0-9]{9}$|[0-9\-\s]{10}$)"
"misc",",(?!(?<=(?:^|,)\s*\x22(?:[^\x22]|\x22\x22|\\\x22)*,)(?:[^\x22]|\x22\x22|\\\x22)*\x22\s*(?:,|$))"
"misc","^(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])\.(\d{1,2}|1\d\d|2[0-4]\d|25[0-5])$"
"misc","^([a-zA-Z0-9@*#]{8,15})$"
"misc","^(\d{5}((|-)-\d{4})?)|([A-Za-z]\d[A-Za-z][\s\.\-]?(|-)\d[A-Za-z]\d)|[A-Za-z]{1,2}\d{1,2}[A-Za-z]?\d[A-Za-z]{2}$"
"misc","^([0-9a-fA-F][0-9a-fA-F]:){5}([0-9a-fA-F][0-9a-fA-F])$"
"misc","^\(?[\d]{3}\)?[\s-]?[\d]{3}[\s-]?[\d]{4}$"
"misc","(\s*\(?0\d{4}\)?\s*\d{6}\s*)|(\s*\(?0\d{3}\)?\s*\d{3}\s*\d{4}\s*)"
"misc","^\d{3}-\d{7}[0-6]{1}$"
"misc","^(?=.*\d).{4,8}$"
"misc","^([A-Za-z]\d[A-Za-z][-]?\d[A-Za-z]\d)"
"misc","(?:\d|I{1,3})?\s?\w{2,}\.?\s*\d{1,}\:\d{1,}-?,?\d{0,2}(?:,\d{0,2}){0,2}"
"misc","\(([0-9]{2}|0{1}((x|[0-9]){2}[0-9]{2}))\)\s*[0-9]{3,4}[-]*[0-9]{4}"
"misc","^[A-Za-z]{2}[0-9]{6}[A-Za-z]{1}$"
"misc","^[a-zA-Z]{1,2}[0-9][0-9A-Za-z]{0,1}{0,1}[0-9][A-Za-z]{2}$"
"misc","^[+]447\d{9}$"
"misc","^(([a-zA-Z]:|\\)\\)?(((\.)|(\.\.)|([^\\/:\*\?""\|<>\.](([^\\/:\*\?""\|<>\.])|([^\\/:\*\?""\|<>]*[^\\/:\*\?""\|<>\.]))?))\\)*[^\\/:\*\?""\|<>\.](([^\\/:\*\?""\|<>\.])|([^\\/:\*\?""\|<>]*[^\\/:\*\?""\|<>\.]))?$"
"misc","^[a-zA-Z]{1,2}[0-9][0-9A-Za-z]{0,1}{0,1}[0-9][A-Za-z]{2}$"
"misc","^[A-Za-z]{2}[0-9]{6}[A-Za-z]{1}$"
"misc","\u00AE"
"misc","^(?=.*\d)(?=.*[a-z])(?=.*[A-Z])(?!.*\s).{4,8}$"
"misc","^(eth[0-9]$)|(^eth[0-9]:[1-9]$)"
"misc","^\d{5}(-\d{4})?$"
"misc","^([A-Z|a-z]{2}\s{1}\d{2}\s{1}[A-Z|a-z]{1,2}\s{1}\d{1,4})?([A-Z|a-z]{3}\s{1}\d{1,4})?$"
"misc","(\[[Ii][Mm][Gg]\])(\S+?)(\[\/[Ii][Mm][Gg]\])"
"misc","\b(([01]?\d?\d|2[0-4]\d|25[0-5])\.){3}([01]?\d?\d|2[0-4]\d|25[0-5])\b"
"misc","^((Fred|Wilma)\s+Flintstone|(Barney|Betty)\s+Rubble)$"
"misc","^([a-z0-9]{32})$"
"misc","[:]{1}[-~+o]?[)>]+"
"misc","\{CHBLOCK\:(.*?\})"
"misc","<img([^>]*[^/])>"
"misc","^[{|\(]?[0-9a-fA-F]{8}[-]?([0-9a-fA-F]{4}[-]?){3}[0-9a-fA-F]{12}[\)|}]?$"
"misc","^(1|2|3)((\d{2}((0[13578]|1[02])(0[1-9]|[12]\d|3[01])|(0[13456789]|1[012])(0[1-9]|[12]\d|30)|02(0[1-9]|1\d|2[0-8])))|([02468][048]|[13579][26])0229)(\d{5})$"
"misc","^([A-Z|a-z]{2}\s{1}\d{2}\s{1}[A-Z|a-z]{1,2}\s{1}\d{1,4})?([A-Z|a-z]{3}\s{1}\d{1,4})?$"
"misc","^(eth[0-9]$)|(^eth[0-9]:[1-9]$)"
"misc","^\d{5}(-\d{4})?$"
"misc","[:]{1}[-~+o]?[)>]+"
"misc","\{CHBLOCK\:(.*?\})"
"misc","^([a-z0-9]{32})$"
"misc","\b(([01]?\d?\d|2[0-4]\d|25[0-5])\.){3}([01]?\d?\d|2[0-4]\d|25[0-5])\b"
"misc","^((Fred|Wilma)\s+Flintstone|(Barney|Betty)\s+Rubble)$"
"misc","^([A-PR-UWYZ0-9][A-HK-Y0-9][AEHMNPRTVXY0-9]?[ABEHMNPRVWXY0-9]?{1,2}[0-9][ABD-HJLN-UW-Z]{2}|GIR0AA)$"
"misc","^[A-Z]{1}(|-)?[1-9]{1}[0-9]{3}$"
"misc","^(V-|I-)?[0-9]{4}$"
"misc","^([\u00c0-\u01ffa-zA-Z'])+$"
"misc","<[aA][]{0,}([a-zA-Z0-9""'_,.:;!?@$&()%=/]|[-]|[	\f]){0,}>((<(([a-zA-Z0-9""'_,.:;!?@$&()%=/]|[-]|[	\f]){0,})>([a-zA-Z0-9""'_,.:;!?@$&()%=/]|[-]|[	\f]){0,})|(([a-zA-Z0-9""'_,.:;!?@$&()%=/]|[-]|[	\f]){0,})){0,}"
"misc","^([\(]{1}[0-9]{3}[\)]{1}[|\-]{0,1}|^[0-9]{3}[\-|])?[0-9]{3}(\-|){1}[0-9]{4}$"
"misc","<script[^>]*>[\w|\t|\r|\W]*</script>"
"misc","^([a-zA-Z.\s']{1,50})$"
"misc","</?(\w+)(\s+\w+=(\w+|""[^""]*""|'[^']*'))*>"
"misc","^07([\d]{3})[(\D\s)]?[\d]{3}[(\D\s)]?[\d]{3}$"
"misc","((\(\d{3}\)?)|(\d{3}-))?\d{3}-\d{4}"
"misc","^[a-zA-Z0-9]+$"
"misc","^[A-Z]{1}(|-)?[1-9]{1}[0-9]{3}$"
"misc","<[aA][]{0,}([a-zA-Z0-9""'_,.:;!?@$&()%=/]|[-]|[	\f]){0,}>((<(([a-zA-Z0-9""'_,.:;!?@$&()%=/]|[-]|[	\f]){0,})>([a-zA-Z0-9""'_,.:;!?@$&()%=/]|[-]|[	\f]){0,})|(([a-zA-Z0-9""'_,.:;!?@$&()%=/]|[-]|[	\f]){0,})){0,}"
"misc","^([a-zA-Z.\s']{1,50})$"
"misc","</?(\w+)(\s+\w+=(\w+|""[^""]*""|'[^']*'))*>"
"misc","^([\(]{1}[0-9]{3}[\)]{1}[|\-]{0,1}|^[0-9]{3}[\-|])?[0-9]{3}(\-|){1}[0-9]{4}$"
"misc","<script[^>]*>[\w|\t|\r|\W]*</script>"
"misc","Last.*?(\d+.?\d*)"
"misc","^[0-9]{4}\s{0,1}[a-zA-Z]{2}$"
"misc","^([0-9]{6}[\s\-]{1}[0-9]{12}|[0-9]{18})$"
"misc","^[a-zA-Z][0-9][a-zA-Z]\s?[0-9][a-zA-Z][0-9]$"
"misc","^(?!^(PRN|AUX|CLOCK\$|NUL|CON|COM\d|LPT\d|\..*)(\..+)?$)[^\x00-\x1f\\?*:\"";|/]+$"
"misc","^[a-zA-Z0-9\s.\-]+$"
"misc","^<a\s+href\s*=\s*""http:\/\/([^""]*)""([^>]*)>(.*?(?=<\/a>))<\/a>$"
"misc","^0[1-6]{1}(([0-9]{2}){4})|((\s[0-9]{2}){4})|((-[0-9]{2}){4})$"
"misc","^\(\d{1,2}(\s\d{1,2}){1,2}\)\s(\d{1,2}(\s\d{1,2}){1,2})((-(\d{1,4})){0,1})$"
"misc","^[A-Z]{1,2}[1-9][0-9]?[A-Z]?[0-9][A-Z]{2,}|GIR0AA$"
"misc","((?<strElement>(^[A-Z0-9-;=]*:))(?<strValue>(.*)))"
"misc","[^abc]"
"misc","\({1}[0-9]{3}\){1}\-{1}[0-9]{3}\-{1}[0-9]{4}"
"misc","^(?=.*\d)(?=.*[a-z])(?=.*[A-Z]).{4,8}$"
"misc","^(\{|\[|\().+(\}|\]|\)).+$"
"misc","^([a-zA-Z0-9!@#$%^&*()-_=+;:'""|~`<>?/{}]{1,5})$"
"misc","^(.|\n){0,16}$"
"misc","^\d+\x20*([pP][xXtT])?$"
"misc","^((([sS][r-tR-Tx-zX-Z])\s*([sx-zSX-Z])?\s*([a-zA-Z]{2,3}))?\s*(\d\d)\s*-?\s*(\d{6,7}))$"
"misc","^[a-zA-Z0-9]{1,20}$"
"misc","(NOT)?(\s*\(*)\s*(\w+)\s*(=|<>|<|>|LIKE|IN)\s*(\(([^\)]*)\)|'([^']*)'|(-?\d*\.?\d+))(\s*\)*\s*)(AND|OR)?"
"misc","(?s)(?:\e\[(?:(\d+);?)*([A-Za-z])(.*?))(?=\e\[|\z)"
"misc","^[\u0081-\uFFFF]{1,}$"
"misc","^\s*(((\d*\.?\d*[0-9]+\d*)|([0-9]+\d*\.\d*))\s*[xX]\s*){2}((\d*\.?\d*[0-9]+\d*)|([0-9]+\d*\.\d*))\s*$"
"misc","^[AaWaKkNn][a-zA-Z]?[0-9][a-zA-Z]{1,3}$"
"misc","^[a-z]+[0-9]*[a-z]+$"
"misc","^[^#]([^]+){6}[^]+$"
"misc","^[a-zA-Z_][a-zA-Z0-9_]*$"
"misc","(at\s)(?<fullClassName>.+)(\.)(?<methodName>[^\.]*)(\()(?<parameters>[^\)]*)(\))((\sin\s)(?<fileName>.+)(:line)(?<lineNumber>[\d]*))?"
"misc","\p{Sm}"
"misc","(?-i:\b\p{Ll}+\b)"
"misc","^(([a-z])+.)+[A-Z]([a-z])+$"
"misc","^(([+]\d{2}[][1-9]\d{0,2}[])|([0]\d{1,3}[-]))((\d{2}([]\d{2}){2})|(\d{3}([]\d{3})*([]\d{2})+))$"
"misc","\p{IsBasicLatin}"
"misc","^((0?[1-9])|((1|2)[0-9])|30|31)$"
"misc","^0(5[012345678]|6[47]){1}(\-)?[^0\D]{1}\d{5}$"
"misc","^0[23489]{1}(\-)?[^0\D]{1}\d{6}$"
"misc","((""|')[a-z0-9\/\.\?\=\&]*(\.htm|\.asp|\.php|\.jsp)[a-z0-9\/\.\?\=\&]*(""|'))|(href=*?[a-z0-9\/\.\?\=\&""']*)"
"misc","(\{\\f\d*)\\([^;]+;)"
"misc","^\{?[a-fA-F\d]{8}-([a-fA-F\d]{4}-){3}[a-fA-F\d]{12}\}?$"
"misc","(([01][\.\-+]\(\d{3}\)[\.\-+]?)|([01][\.\-+]\d{3}[\.\-+])|(\(\d{3}\)?)|(\d{3}[-\.]))?\d{3}[-\.]\d{4}"
"misc","^(\+[1-9][0-9]*(\([0-9]*\)|-[0-9]*-))?[0]?[1-9][0-9\-]*$"
"misc","^(?(^00000(|-0000))|(\d{5}(|-\d{4})))$"
"misc","^([0-1]([\s-./\\])?)?(\(?[2-9]\d{2}\)?|[2-9]\d{3})([\s-./\\])?(\d{3}([\s-./\\])?\d{4}|[a-zA-Z0-9]{7})$"
"misc","{.*}"
"misc","^\d{3,3}\.\d{0,2}$|^E\d{3,3}\.\d{0,2}$"
"misc","^([0-1]([\s-./\\])?)?(\(?[2-9]\d{2}\)?|[2-9]\d{3})([\s-./\\])?([0-9]{3}([\s-./\\])?[0-9]{4}|[a-zA-Z0-9]{7}|([0-9]{3}[-][a-zA-Z0-9]{4}))"
"misc","^(ac|AC|al|AL|am|AM|ap|AP|ba|BA|ce|CE|df|DF|es|ES|go|GO|ma|MA|mg|MG|ms|MS|mt|MT|pa|PA|pb|PB|pe|PE|pi|PI|pr|PR|rj|RJ|rn|RN|ro|RO|rr|RR|rs|RS|sc|SC|se|SE|sp|SP|to|TO)$"
"misc","^(F-)?((2[A|B])|[0-9]{2})[0-9]{3}$"
"misc","^[1-9]{1}[0-9]{3}$"
"misc","\w?<\s?\/?[^\s>]+(\s+[^""'=]+(=(""[^""]*"")|('[^\']*')|([^\s""'>]*))?)*\s*\/?>"
"misc","^[0-9A-Za-z_]+(.[jJ][pP][gG]|.[gG][iI][fF])$"
"misc","^([A-Z]{1,2}[0-9]{1,2}|[A-Z]{3}|[A-Z]{1,2}[0-9][A-Z])(|-)[0-9][A-Z]{2}"
"misc","^([A-HJ-TP-Z]{1}\d{4}[A-Z]{3}|[a-z]{1}\d{4}[a-hj-tp-z]{3})$"
"misc","^([a-zA-Z0-9][-a-zA-Z0-9]*[a-zA-Z0-9]\.)+([a-zA-Z0-9]{3,5})$"
"misc","[^A-Za-z0-9_@\.]|@{2,}|\.{5,}"
"misc","(AUX|PRN|NUL|COM\d|LPT\d)+\s*$"
"misc","^(?=.*\d)(?=.*[a-z])(?=.*[A-Z]).{4,8}$"
"misc","^.{4,8}$"
"misc","^(user=([a-z0-9]+,)*(([a-z0-9]+){1});)?(group=([a-z0-9]+,)*(([a-z0-9]+){1});)?(level=[0-9]+;)?$"
"misc","^[a-zA-Z]+$"
"misc","^\d{5}$|^\d{5}-\d{4}$"
"misc","\d{4}-?\d{4}-?\d{4}-?\d{4}"
"misc","^[a-zA-Z]\w{3,14}$"
"misc","^[A-Z0-9]{8}-[A-Z0-9]{4}-[A-Z0-9]{4}-[A-Z0-9]{4}-[A-Z0-9]{12}$"
"misc","^(s-|S-){0,1}[0-9]{3}\s?[0-9]{2}$"
"misc","\b(\w+)\s+\1\b"
"misc","^[a-zA-Z][0-9][a-zA-Z]\s?[0-9][a-zA-Z][0-9]$"
"misc","^(?!^(PRN|AUX|CLOCK\$|NUL|CON|COM\d|LPT\d|\..*)(\..+)?$)[^\x00-\x1f\\?*:\"";|/]+$"
"misc","^[a-zA-Z0-9\s.\-]+$"
"misc","Last.*?(\d+.?\d*)"
"misc","^[0-9]{4}\s{0,1}[a-zA-Z]{2}$"
"misc","^([0-9]{6}[\s\-]{1}[0-9]{12}|[0-9]{18})$"
"misc","^<a\s+href\s*=\s*""http:\/\/([^""]*)""([^>]*)>(.*?(?=<\/a>))<\/a>$"
"misc","^[A-Z1-9]{5}-[A-Z1-9]{5}-[A-Z1-9]{5}-[A-Z1-9]{5}-[A-Z1-9]{5}$"
"misc","(^.+\|+[A-Za-z])"
"misc","^[0-9]{4}\s{0,2}[a-zA-z]{2}$"
"misc","^([0-9A-Za-z@.]{1,255})$"
"misc","(?<Sedol>[B-Db-dF-Hf-hJ-Nj-nP-Tp-tV-Xv-xYyZz\d]{6}\d)"
"misc","(^([1-3]{1}[0-9]{0,}(\.[0-9]{1})?|0(\.[0-9]{1})?|[4]{1}[0-9]{0,}(\.[0]{1})?|5(\.[5]{1}))$)"
"misc","^[^#]([^]+){6}[^]+$"
"misc","^\d{5}(-\d{3})?$"
"misc","(a|b|c).(a.b)*.b+.c"
"misc","^[A-Za-z0-9]{8}-[A-Za-z0-9]{4}-[A-Za-z0-9]{4}-[A-Za-z0-9]{4}-[A-Za-z0-9]{12}$"
"misc","^\d{2}(\x2e)(\d{3})(-\d{3})?$"
"misc","(^\(\)$|^\(((\([0-9]+,(\((\([0-9]+,[0-9]+,[0-9]+\),)*(\([0-9]+,[0-9]+,[0-9]+\)){1}\))+\),)*(\([0-9]+,(\((\([0-9]+,[0-9]+,[0-9]+\),)*(\([0-9]+,[0-9]+,[0-9]+\)){1}\))+\)){1}\)))$"
"misc","(^0[78][2347][0-9]{7})"
"misc","^(?i:(?=[MDCLXVI])((M{0,3})((C[DM])|(D?C{0,3}))?((X[LC])|(L?XX{0,2})|L)?((I[VX])|(V?(II{0,2}))|V)?))$"
"misc","([0-1][0-9]|2[0-3]):[0-5][0-9]"
"misc","@{2}((\S)+)@{2}"
"misc","^(((25[0-5]|2[0-4][0-9]|19[0-1]|19[3-9]|18[0-9]|17[0-1]|17[3-9]|1[3-6][0-9]|12[8-9]|12[0-6]|1[0-1][0-9]|1[1-9]|[2-9][0-9]|[0-9])\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9][0-9]|[0-9]))|(192\.(25[0-5]|2[0-4][0-9]|16[0-7]|169|1[0-5][0-9]|1[7-9][0-9]|[1-9][0-9]|[0-9]))|(172\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|1[0-5]|3[2-9]|[4-9][0-9]|[0-9])))\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9][0-9]|[0-9])\.(25[0-5]|2[0-4][0-9]|1[0-9][0-9]|[1-9][0-9]|[0-9])$"
"misc","^[a-zA-Z0-9\s.\-_']+$"
"misc","^([1-9]|[1-9]\d|1\d{2}|2[0-4]\d|25[0-5])$"
"misc","^[^']*$"
"misc","[A-Z][a-z]+"
"misc","<[^>\s]*\bauthor\b[^>]*>"
"misc","(^\d{5}-\d{3}|^\d{2}.\d{3}-\d{3}|\d{8})"
"misc","^(\d{5}-\d{4}|\d{5})$"
"misc","^([1-9]{2}|[0-9][1-9]|[1-9][0-9])[0-9]{3}$"
"misc","^(/w|/W|[^<>+?$%{}&])+$"
"misc","(\d*)'*-*(\d*)/*(\d*)"""
"misc","((""|')[a-z0-9\/\.\?\=\&]*(\.htm|\.asp|\.php|\.jsp)[a-z0-9\/\.\?\=\&]*(""|'))|(href=*?[a-z0-9\/\.\?\=\&""']*)"
"misc","(\{\\f\d*)\\([^;]+;)"
"misc","^\{?[a-fA-F\d]{8}-([a-fA-F\d]{4}-){3}[a-fA-F\d]{12}\}?$"
"misc","^((0?[1-9])|((1|2)[0-9])|30|31)$"
"misc","^0(5[012345678]|6[47]){1}(\-)?[^0\D]{1}\d{5}$"
"misc","^0[23489]{1}(\-)?[^0\D]{1}\d{6}$"
"markup_or_code","<[^>]*\n?.*=(""|')?(.*\.jpg)(""|')?.*\n?[^<]*>"
"markup_or_code","^#?([a-f]|[A-F]|[0-9]){3}(([a-f]|[A-F]|[0-9]){3})?$"
"markup_or_code","(<\/?)(?i:(?<element>a(bbr|cronym|ddress|pplet|rea)?|b(ase(font)?|do|ig|lockquote|ody|r|utton)?|c(aption|enter|ite|(o(de|l(group)?)))|d(d|el|fn|i(r|v)|l|t)|em|f(ieldset|o(nt|rm)|rame(set)?)|h([1-6]|ead|r|tml)|i(frame|mg|n(put|s)|sindex)?|kbd|l(abel|egend|i(nk)?)|m(ap|e(nu|ta))|no(frames|script)|o(bject|l|pt(group|ion))|p(aram|re)?|q|s(amp|cript|elect|mall|pan|t(r(ike|ong)|yle)|u(b|p))|t(able|body|d|extarea|foot|h|itle|r|t)|u(l)?|var))(\s(?<attr>.+?))*>"
"markup_or_code","<[^>]*>"
"markup_or_code","<(\/{0,1})img(.*?)(\/{0,1})\>"
"markup_or_code","([^""](?:\\.|[^\\""]*)*)"
"markup_or_code","\xA9"
"markup_or_code","<!--[\s\S]*?--[\t\n\r]*>"
"markup_or_code","href[]*=[]*('|\"")([^\""'])*('|\"")"
"markup_or_code","(?s)(class=\w+(?=([^<]*>)))|(<!--\[if.*?<!\[endif\]-->)|(<!\[if!\w+\]>)|(<!\[endif\]>)|(<o:p>[^<]*</o:p>)|(<span[^>]*>)|(</span>)|(font-family:[^>]*[;'])|(font-size:[^>]*[;'])(?-s)"
"markup_or_code","<!--.*?-->"
"markup_or_code","href=[\""\'](http:\/\/|\.\/|\/)?\w+(\.\w+)*(\/\w+(\.\w+)?)*(\/|\?\w*=\w*(&\w*=\w*)*)?[\""\']"
"markup_or_code","<(?:[^""']+?|.+?(?:""|').*?(?:""|')?.*?)*?>"
"markup_or_code","<(\w+)(\s(\w*="".*?"")?)*((/>)|((/*?)>.*?</\1>))"
"markup_or_code","<(?<tag>.*).*>(?<text>.*)</\k<tag>>"
"markup_or_code","(?i:on(blur|c(hange|lick)|dblclick|focus|keypress|(key|mouse)(down|up)|(un)?load|mouse(move|o(ut|ver))|reset|s(elect|ubmit)))"
"markup_or_code","src[^>]*[^/].(?:jpg|bmp|gif)(?:\""|\')"
"markup_or_code","^(\x22|\x27)((?!\1).|\1{2})*\1$"
"markup_or_code","<[a-zA-Z][^>]*\son\w+=(\w+|'[^']*'|""[^""]*"")[^>]*>"
"markup_or_code","<!--[\s\S]*?-->"
"markup_or_code","^#?(([fFcC0369])\2){3}$"
"markup_or_code","&(?![a-zA-Z]{2,6};|#[0-9]{3};)"
"markup_or_code","/\*[\d\D]*?\*/"
"markup_or_code","^(?<Code>([^""']|""[^""]*"")*)'(?<Comment>.*)$"
"markup_or_code","^(#){1}([a-fA-F0-9]){6}$"
"markup_or_code","<blockquote>(?:\s*([^<]+)<br>\s*)+</blockquote>"
"markup_or_code","<[^>]*name[\s]*=[\s]*""?[^\w_]*""?[^>]*>"
"markup_or_code","(""[^""]*"")|('[^\r]*)(\r\n)?"
"markup_or_code","<[a-zA-Z]+(\s+[a-zA-Z]+\s*=\s*(""([^""]*)""|'([^']*)'))*\s*/>"
"markup_or_code","^[^<>`~!/@\#}$%:;)(_^{&*=|'+]+$"
"markup_or_code","<([^<>\s]*)(\s[^<>]*)?>"
"markup_or_code","(?s)/\*.*\*/"
"markup_or_code","<([^\s>]*)(\s[^<]*)>"
"markup_or_code","^[a-zA-Z_]{1}[a-zA-Z0-9_]+$"
"markup_or_code","[0][x][0-9a-fA-F]+"
"markup_or_code","(\[(\w+)\s*(([\w]*)=('|"")?([a-zA-Z0-9|:|\/|=|-|.|\?|&]*)(\5)?)*\])([a-zA-Z0-9|:|\/|=|-|.|\?|&|\s]+)(\[\/\2\])"
"markup_or_code","%[\-\+0\s\#]{0,1}(\d+){0,1}(\.\d+){0,1}[hlI]{0,1}[cCdiouxXeEfgGnpsS]{1}"
"markup_or_code","^(Function|Sub)(\s+[\w]+)\([^\(\)]*\)"
"markup_or_code","(?<commentblock>((?m:^[\t]*\/{2}[^\n\r\v\f]+[\n\r\v\f]*){2,})|(\/\*[\w\W]*?\*\/))"
"markup_or_code","<a[\s]+[^>]*?href[\s]?=[\s\""\']+(.*?)[\""\']+.*?>([^<]+|.*?)?<\/a>"
"markup_or_code","href=[\""\']?((?:[^>]|[^\s]|[^""]|[^'])+)[\""\']?"
"markup_or_code","^(#){1}([a-fA-F0-9]){6}$"
"markup_or_code","^(?<Code>([^""']|""[^""]*"")*)'(?<Comment>.*)$"
"markup_or_code","<blockquote>(?:\s*([^<]+)<br>\s*)+</blockquote>"
"markup_or_code","(""[^""]*"")|('[^\r]*)(\r\n)?"
"markup_or_code","<[^>]*name[\s]*=[\s]*""?[^\w_]*""?[^>]*>"
"markup_or_code","/\*[\d\D]*?\*/"
"markup_or_code","<[a-zA-Z][^>]*\son\w+=(\w+|'[^']*'|""[^""]*"")[^>]*>"
"markup_or_code","&lt;/?([a-zA-Z][-A-Za-z\d\.]{0,71})(\s+(\S+)(\s*=\s*([-\w\.]{1,1024}|&quot;[^&quot;]{0,1024}&quot;|'[^']{0,1024}'))?)*\s*&gt;"
"markup_or_code","<!--[\s\S]*?-->"
"markup_or_code","&(?![a-zA-Z]{2,6};|#[0-9]{3};)"
"markup_or_code","^#?(([fFcC0369])\2){3}$"
"markup_or_code","(\[(\w+)\s*(([\w]*)=('|"")?([a-zA-Z0-9|:|\/|=|-|.|\?|&]*)(\5)?)*\])([a-zA-Z0-9|:|\/|=|-|.|\?|&|\s]+)(\[\/\2\])"
"markup_or_code","[0][x][0-9a-fA-F]+"
"markup_or_code","%[\-\+0\s\#]{0,1}(\d+){0,1}(\.\d+){0,1}[hlI]{0,1}[cCdiouxXeEfgGnpsS]{1}"
"markup_or_code","^(?<path>(/?(?<step>\w+))+)(?<predicate>\[(?<comparison>\s*(?<lhs>@\w+)\s*(?<operator><=|>=|<>|=|<|>)\s*(?<rhs>('[^']*'|""[^""]*""))\s*(and|or)?)+\])*$"
"markup_or_code","^(Function|Sub)(\s+[\w]+)\([^\(\)]*\)"
"markup_or_code","^[a-zA-Z_]{1}[a-zA-Z0-9_]+$"
"markup_or_code","^[^<>`~!/@\#}$%:;)(_^{&*=|'+]+$"
"markup_or_code","<[a-zA-Z]+(\s+[a-zA-Z]+\s*=\s*(""([^""]*)""|'([^']*)'))*\s*/>"
